buying,maint,doors,persons,lug_boot,safety,class
medio,bajo,4,2,medio,bajo,unacc
medio,bajo,4,2,medio,medio,unacc
medio,bajo,4,2,medio,alto,unacc
medio,bajo,4,2,grande,bajo,unacc
medio,bajo,4,2,grande,medio,unacc
medio,bajo,4,2,grande,alto,unacc
medio,bajo,4,4,pequeño,bajo,unacc
medio,bajo,4,4,pequeño,medio,acc
medio,bajo,4,4,pequeño,alto,good
medio,bajo,4,4,medio,bajo,unacc
medio,bajo,4,4,medio,medio,good
medio,bajo,4,4,medio,alto,vgood
medio,bajo,4,4,grande,bajo,unacc
medio,bajo,4,4,grande,medio,good
medio,bajo,4,4,grande,alto,vgood
medio,bajo,4,more,pequeño,bajo,unacc
medio,bajo,4,more,pequeño,medio,acc
medio,bajo,4,more,pequeño,alto,good
medio,bajo,4,more,medio,bajo,unacc
medio,bajo,4,more,medio,medio,good
medio,bajo,4,more,medio,alto,vgood
medio,bajo,4,more,grande,bajo,unacc
medio,bajo,4,more,grande,medio,good
medio,bajo,4,more,grande,alto,vgood
medio,bajo,5more,2,pequeño,bajo,unacc
medio,bajo,5more,2,pequeño,medio,unacc
medio,bajo,5more,2,pequeño,alto,unacc
medio,bajo,5more,2,medio,bajo,unacc
medio,bajo,5more,2,medio,medio,unacc
medio,bajo,5more,2,medio,alto,unacc
medio,bajo,5more,2,grande,bajo,unacc
medio,bajo,5more,2,grande,medio,unacc
medio,bajo,5more,2,grande,alto,unacc
medio,bajo,5more,4,pequeño,bajo,unacc
medio,bajo,5more,4,pequeño,medio,acc
medio,bajo,5more,4,pequeño,alto,good
medio,bajo,5more,4,medio,bajo,unacc
medio,bajo,5more,4,medio,medio,good
medio,bajo,5more,4,medio,alto,vgood
medio,bajo,5more,4,grande,bajo,unacc
medio,bajo,5more,4,grande,medio,good
medio,bajo,5more,4,grande,alto,vgood
medio,bajo,5more,more,pequeño,bajo,unacc
medio,bajo,5more,more,pequeño,medio,acc
medio,bajo,5more,more,pequeño,alto,good
medio,bajo,5more,more,medio,bajo,unacc
medio,bajo,5more,more,medio,medio,good
medio,bajo,5more,more,medio,alto,vgood
medio,bajo,5more,more,grande,bajo,unacc
medio,bajo,5more,more,grande,medio,good
medio,bajo,5more,more,grande,alto,vgood
bajo,muy alto,2,2,pequeño,bajo,unacc
bajo,muy alto,2,2,pequeño,medio,unacc
bajo,muy alto,2,2,pequeño,alto,unacc
bajo,muy alto,2,2,medio,bajo,unacc
bajo,muy alto,2,2,medio,medio,unacc
bajo,muy alto,2,2,medio,alto,unacc
bajo,muy alto,2,2,grande,bajo,unacc
bajo,muy alto,2,2,grande,medio,unacc
bajo,muy alto,2,2,grande,alto,unacc
bajo,muy alto,2,4,pequeño,bajo,unacc
bajo,muy alto,2,4,pequeño,medio,unacc
bajo,muy alto,2,4,pequeño,alto,acc
bajo,muy alto,2,4,medio,bajo,unacc
bajo,muy alto,2,4,medio,medio,unacc
bajo,muy alto,2,4,medio,alto,acc
bajo,muy alto,2,4,grande,bajo,unacc
bajo,muy alto,2,4,grande,medio,acc
bajo,muy alto,2,4,grande,alto,acc
bajo,muy alto,2,more,pequeño,bajo,unacc
bajo,muy alto,2,more,pequeño,medio,unacc
bajo,muy alto,2,more,pequeño,alto,unacc
bajo,muy alto,2,more,medio,bajo,unacc
bajo,muy alto,2,more,medio,medio,unacc
bajo,muy alto,2,more,medio,alto,acc
bajo,muy alto,2,more,grande,bajo,unacc
bajo,muy alto,2,more,grande,medio,acc
bajo,muy alto,2,more,grande,alto,acc
bajo,muy alto,3,2,pequeño,bajo,unacc
bajo,muy alto,3,2,pequeño,medio,unacc
bajo,muy alto,3,2,pequeño,alto,unacc
bajo,muy alto,3,2,medio,bajo,unacc
bajo,muy alto,3,2,medio,medio,unacc
bajo,muy alto,3,2,medio,alto,unacc
bajo,muy alto,3,2,grande,bajo,unacc
bajo,muy alto,3,2,grande,medio,unacc
bajo,muy alto,3,2,grande,alto,unacc
bajo,muy alto,3,4,pequeño,bajo,unacc
bajo,muy alto,3,4,pequeño,medio,unacc
bajo,muy alto,3,4,pequeño,alto,acc
bajo,muy alto,3,4,medio,bajo,unacc
bajo,muy alto,3,4,medio,medio,unacc
bajo,muy alto,3,4,medio,alto,acc
bajo,muy alto,3,4,grande,bajo,unacc
bajo,muy alto,3,4,grande,medio,acc
bajo,muy alto,3,4,grande,alto,acc
bajo,muy alto,3,more,pequeño,bajo,unacc
bajo,muy alto,3,more,pequeño,medio,unacc
bajo,muy alto,3,more,pequeño,alto,acc
bajo,muy alto,3,more,medio,bajo,unacc
bajo,muy alto,3,more,medio,medio,acc
bajo,muy alto,3,more,medio,alto,acc
bajo,muy alto,3,more,grande,bajo,unacc
bajo,muy alto,3,more,grande,medio,acc
bajo,muy alto,3,more,grande,alto,acc
bajo,muy alto,4,2,pequeño,bajo,unacc
bajo,muy alto,4,2,pequeño,medio,unacc
bajo,muy alto,4,2,pequeño,alto,unacc
bajo,muy alto,4,2,medio,bajo,unacc
bajo,muy alto,4,2,medio,medio,unacc
bajo,muy alto,4,2,medio,alto,unacc
bajo,muy alto,4,2,grande,bajo,unacc
bajo,muy alto,4,2,grande,medio,unacc
bajo,muy alto,4,2,grande,alto,unacc
bajo,muy alto,4,4,pequeño,bajo,unacc
bajo,muy alto,4,4,pequeño,medio,unacc
bajo,muy alto,4,4,pequeño,alto,acc
bajo,muy alto,4,4,medio,bajo,unacc
bajo,muy alto,4,4,medio,medio,acc
bajo,muy alto,4,4,medio,alto,acc
bajo,muy alto,4,4,grande,bajo,unacc
bajo,muy alto,4,4,grande,medio,acc
bajo,muy alto,4,4,grande,alto,acc
bajo,muy alto,4,more,pequeño,bajo,unacc
bajo,muy alto,4,more,pequeño,medio,unacc
bajo,muy alto,4,more,pequeño,alto,acc
bajo,muy alto,4,more,medio,bajo,unacc
bajo,muy alto,4,more,medio,medio,acc
bajo,muy alto,4,more,medio,alto,acc
bajo,muy alto,4,more,grande,bajo,unacc
bajo,muy alto,4,more,grande,medio,acc
bajo,muy alto,4,more,grande,alto,acc
bajo,muy alto,5more,2,pequeño,bajo,unacc
bajo,muy alto,5more,2,pequeño,medio,unacc
bajo,muy alto,5more,2,pequeño,alto,unacc
bajo,muy alto,5more,2,medio,bajo,unacc
bajo,muy alto,5more,2,medio,medio,unacc
bajo,muy alto,5more,2,medio,alto,unacc
bajo,muy alto,5more,2,grande,bajo,unacc
bajo,muy alto,5more,2,grande,medio,unacc
bajo,muy alto,5more,2,grande,alto,unacc
bajo,muy alto,5more,4,pequeño,bajo,unacc
bajo,muy alto,5more,4,pequeño,medio,unacc
bajo,muy alto,5more,4,pequeño,alto,acc
bajo,muy alto,5more,4,medio,bajo,unacc
bajo,muy alto,5more,4,medio,medio,acc
bajo,muy alto,5more,4,medio,alto,acc
bajo,muy alto,5more,4,grande,bajo,unacc
bajo,muy alto,5more,4,grande,medio,acc
bajo,muy alto,5more,4,grande,alto,acc
bajo,muy alto,5more,more,pequeño,bajo,unacc
bajo,muy alto,5more,more,pequeño,medio,unacc
bajo,muy alto,5more,more,pequeño,alto,acc
bajo,muy alto,5more,more,medio,bajo,unacc
bajo,muy alto,5more,more,medio,medio,acc
bajo,muy alto,5more,more,medio,alto,acc
bajo,muy alto,5more,more,grande,bajo,unacc
bajo,muy alto,5more,more,grande,medio,acc
bajo,muy alto,5more,more,grande,alto,acc
bajo,alto,2,2,pequeño,bajo,unacc
bajo,alto,2,2,pequeño,medio,unacc
bajo,alto,2,2,pequeño,alto,unacc
bajo,alto,2,2,medio,bajo,unacc
bajo,alto,2,2,medio,medio,unacc
bajo,alto,2,2,medio,alto,unacc
bajo,alto,2,2,grande,bajo,unacc
bajo,alto,2,2,grande,medio,unacc
bajo,alto,2,2,grande,alto,unacc
bajo,alto,2,4,pequeño,bajo,unacc
bajo,alto,2,4,pequeño,medio,acc
bajo,alto,2,4,pequeño,alto,acc
bajo,alto,2,4,medio,bajo,unacc
bajo,alto,2,4,medio,medio,acc
bajo,alto,2,4,medio,alto,acc
bajo,alto,2,4,grande,bajo,unacc
bajo,alto,2,4,grande,medio,acc
bajo,alto,2,4,grande,alto,vgood
bajo,alto,2,more,pequeño,bajo,unacc
bajo,alto,2,more,pequeño,medio,unacc
bajo,alto,2,more,pequeño,alto,unacc
bajo,alto,2,more,medio,bajo,unacc
bajo,alto,2,more,medio,medio,acc
bajo,alto,2,more,medio,alto,acc
bajo,alto,2,more,grande,bajo,unacc
bajo,alto,2,more,grande,medio,acc
bajo,alto,2,more,grande,alto,vgood
bajo,alto,3,2,pequeño,bajo,unacc
bajo,alto,3,2,pequeño,medio,unacc
bajo,alto,3,2,pequeño,alto,unacc
bajo,alto,3,2,medio,bajo,unacc
bajo,alto,3,2,medio,medio,unacc
bajo,alto,3,2,medio,alto,unacc
bajo,alto,3,2,grande,bajo,unacc
bajo,alto,3,2,grande,medio,unacc
bajo,alto,3,2,grande,alto,unacc
bajo,alto,3,4,pequeño,bajo,unacc
bajo,alto,3,4,pequeño,medio,acc
bajo,alto,3,4,pequeño,alto,acc
bajo,alto,3,4,medio,bajo,unacc
bajo,alto,3,4,medio,medio,acc
bajo,alto,3,4,medio,alto,acc
bajo,alto,3,4,grande,bajo,unacc
bajo,alto,3,4,grande,medio,acc
bajo,alto,3,4,grande,alto,vgood
bajo,alto,3,more,pequeño,bajo,unacc
bajo,alto,3,more,pequeño,medio,acc
bajo,alto,3,more,pequeño,alto,acc
bajo,alto,3,more,medio,bajo,unacc
bajo,alto,3,more,medio,medio,acc
bajo,alto,3,more,medio,alto,vgood
bajo,alto,3,more,grande,bajo,unacc
bajo,alto,3,more,grande,medio,acc
bajo,alto,3,more,grande,alto,vgood
bajo,alto,4,2,pequeño,bajo,unacc
bajo,alto,4,2,pequeño,medio,unacc
bajo,alto,4,2,pequeño,alto,unacc
bajo,alto,4,2,medio,bajo,unacc
bajo,alto,4,2,medio,medio,unacc
bajo,alto,4,2,medio,alto,unacc
bajo,alto,4,2,grande,bajo,unacc
bajo,alto,4,2,grande,medio,unacc
bajo,alto,4,2,grande,alto,unacc
bajo,alto,4,4,pequeño,bajo,unacc
bajo,alto,4,4,pequeño,medio,acc
bajo,alto,4,4,pequeño,alto,acc
bajo,alto,4,4,medio,bajo,unacc
bajo,alto,4,4,medio,medio,acc
bajo,alto,4,4,medio,alto,vgood
bajo,alto,4,4,grande,bajo,unacc
bajo,alto,4,4,grande,medio,acc
bajo,alto,4,4,grande,alto,vgood
bajo,alto,4,more,pequeño,bajo,unacc
bajo,alto,4,more,pequeño,medio,acc
bajo,alto,4,more,pequeño,alto,acc
bajo,alto,4,more,medio,bajo,unacc
bajo,alto,4,more,medio,medio,acc
bajo,alto,4,more,medio,alto,vgood
bajo,alto,4,more,grande,bajo,unacc
bajo,alto,4,more,grande,medio,acc
bajo,alto,4,more,grande,alto,vgood
bajo,alto,5more,2,pequeño,bajo,unacc
bajo,alto,5more,2,pequeño,medio,unacc
bajo,alto,5more,2,pequeño,alto,unacc
bajo,alto,5more,2,medio,bajo,unacc
bajo,alto,5more,2,medio,medio,unacc
bajo,alto,5more,2,medio,alto,unacc
bajo,alto,5more,2,grande,bajo,unacc
bajo,alto,5more,2,grande,medio,unacc
bajo,alto,5more,2,grande,alto,unacc
bajo,alto,5more,4,pequeño,bajo,unacc
bajo,alto,5more,4,pequeño,medio,acc
bajo,alto,5more,4,pequeño,alto,acc
bajo,alto,5more,4,medio,bajo,unacc
bajo,alto,5more,4,medio,medio,acc
bajo,alto,5more,4,medio,alto,vgood
bajo,alto,5more,4,grande,bajo,unacc
bajo,alto,5more,4,grande,medio,acc
bajo,alto,5more,4,grande,alto,vgood
bajo,alto,5more,more,pequeño,bajo,unacc
bajo,alto,5more,more,pequeño,medio,acc
bajo,alto,5more,more,pequeño,alto,acc
bajo,alto,5more,more,medio,bajo,unacc
bajo,alto,5more,more,medio,medio,acc
bajo,alto,5more,more,medio,alto,vgood
bajo,alto,5more,more,grande,bajo,unacc
bajo,alto,5more,more,grande,medio,acc
bajo,alto,5more,more,grande,alto,vgood
bajo,medio,2,2,pequeño,bajo,unacc
bajo,medio,2,2,pequeño,medio,unacc
bajo,medio,2,2,pequeño,alto,unacc
bajo,medio,2,2,medio,bajo,unacc
bajo,medio,2,2,medio,medio,unacc
bajo,medio,2,2,medio,alto,unacc
bajo,medio,2,2,grande,bajo,unacc
bajo,medio,2,2,grande,medio,unacc
bajo,medio,2,2,grande,alto,unacc
bajo,medio,2,4,pequeño,bajo,unacc
bajo,medio,2,4,pequeño,medio,acc
bajo,medio,2,4,pequeño,alto,good
bajo,medio,2,4,medio,bajo,unacc
bajo,medio,2,4,medio,medio,acc
bajo,medio,2,4,medio,alto,good
bajo,medio,2,4,grande,bajo,unacc
bajo,medio,2,4,grande,medio,good
bajo,medio,2,4,grande,alto,vgood
bajo,medio,2,more,pequeño,bajo,unacc
bajo,medio,2,more,pequeño,medio,unacc
bajo,medio,2,more,pequeño,alto,unacc
bajo,medio,2,more,medio,bajo,unacc
bajo,medio,2,more,medio,medio,acc
bajo,medio,2,more,medio,alto,good
bajo,medio,2,more,grande,bajo,unacc
bajo,medio,2,more,grande,medio,good
bajo,medio,2,more,grande,alto,vgood
bajo,medio,3,2,pequeño,bajo,unacc
bajo,medio,3,2,pequeño,medio,unacc
bajo,medio,3,2,pequeño,alto,unacc
bajo,medio,3,2,medio,bajo,unacc
bajo,medio,3,2,medio,medio,unacc
bajo,medio,3,2,medio,alto,unacc
bajo,medio,3,2,grande,bajo,unacc
bajo,medio,3,2,grande,medio,unacc
bajo,medio,3,2,grande,alto,unacc
bajo,medio,3,4,pequeño,bajo,unacc
bajo,medio,3,4,pequeño,medio,acc
bajo,medio,3,4,pequeño,alto,good
bajo,medio,3,4,medio,bajo,unacc
bajo,medio,3,4,medio,medio,acc
bajo,medio,3,4,medio,alto,good
bajo,medio,3,4,grande,bajo,unacc
bajo,medio,3,4,grande,medio,good
bajo,medio,3,4,grande,alto,vgood
bajo,medio,3,more,pequeño,bajo,unacc
bajo,medio,3,more,pequeño,medio,acc
bajo,medio,3,more,pequeño,alto,good
bajo,medio,3,more,medio,bajo,unacc
bajo,medio,3,more,medio,medio,good
bajo,medio,3,more,medio,alto,vgood
bajo,medio,3,more,grande,bajo,unacc
bajo,medio,3,more,grande,medio,good
bajo,medio,3,more,grande,alto,vgood
bajo,medio,4,2,pequeño,bajo,unacc
bajo,medio,4,2,pequeño,medio,unacc
bajo,medio,4,2,pequeño,alto,unacc
bajo,medio,4,2,medio,bajo,unacc
bajo,medio,4,2,medio,medio,unacc
bajo,medio,4,2,medio,alto,unacc
bajo,medio,4,2,grande,bajo,unacc
bajo,medio,4,2,grande,medio,unacc
bajo,medio,4,2,grande,alto,unacc
bajo,medio,4,4,pequeño,bajo,unacc
bajo,medio,4,4,pequeño,medio,acc
bajo,medio,4,4,pequeño,alto,good
bajo,medio,4,4,medio,bajo,unacc
bajo,medio,4,4,medio,medio,good
bajo,medio,4,4,medio,alto,vgood
bajo,medio,4,4,grande,bajo,unacc
bajo,medio,4,4,grande,medio,good
bajo,medio,4,4,grande,alto,vgood
bajo,medio,4,more,pequeño,bajo,unacc
bajo,medio,4,more,pequeño,medio,acc
bajo,medio,4,more,pequeño,alto,good
bajo,medio,4,more,medio,bajo,unacc
bajo,medio,4,more,medio,medio,good
bajo,medio,4,more,medio,alto,vgood
bajo,medio,4,more,grande,bajo,unacc
bajo,medio,4,more,grande,medio,good
bajo,medio,4,more,grande,alto,vgood
bajo,medio,5more,2,pequeño,bajo,unacc
bajo,medio,5more,2,pequeño,medio,unacc
bajo,medio,5more,2,pequeño,alto,unacc
bajo,medio,5more,2,medio,bajo,unacc
bajo,medio,5more,2,medio,medio,unacc
bajo,medio,5more,2,medio,alto,unacc
bajo,medio,5more,2,grande,bajo,unacc
bajo,medio,5more,2,grande,medio,unacc
bajo,medio,5more,2,grande,alto,unacc
bajo,medio,5more,4,pequeño,bajo,unacc
bajo,medio,5more,4,pequeño,medio,acc
bajo,medio,5more,4,pequeño,alto,good
bajo,medio,5more,4,medio,bajo,unacc
bajo,medio,5more,4,medio,medio,good
bajo,medio,5more,4,medio,alto,vgood
bajo,medio,5more,4,grande,bajo,unacc
bajo,medio,5more,4,grande,medio,good
bajo,medio,5more,4,grande,alto,vgood
bajo,medio,5more,more,pequeño,bajo,unacc
bajo,medio,5more,more,pequeño,medio,acc
bajo,medio,5more,more,pequeño,alto,good
bajo,medio,5more,more,medio,bajo,unacc
bajo,medio,5more,more,medio,medio,good
bajo,medio,5more,more,medio,alto,vgood
bajo,medio,5more,more,grande,bajo,unacc
bajo,medio,5more,more,grande,medio,good
bajo,medio,5more,more,grande,alto,vgood
bajo,bajo,2,2,pequeño,bajo,unacc
bajo,bajo,2,2,pequeño,medio,unacc
bajo,bajo,2,2,pequeño,alto,unacc
bajo,bajo,2,2,medio,bajo,unacc
bajo,bajo,2,2,medio,medio,unacc
bajo,bajo,2,2,medio,alto,unacc
bajo,bajo,2,2,grande,bajo,unacc
bajo,bajo,2,2,grande,medio,unacc
bajo,bajo,2,2,grande,alto,unacc
bajo,bajo,2,4,pequeño,bajo,unacc
bajo,bajo,2,4,pequeño,medio,acc
bajo,bajo,2,4,pequeño,alto,good
bajo,bajo,2,4,medio,bajo,unacc
bajo,bajo,2,4,medio,medio,acc
bajo,bajo,2,4,medio,alto,good
bajo,bajo,2,4,grande,bajo,unacc
bajo,bajo,2,4,grande,medio,good
bajo,bajo,2,4,grande,alto,vgood
bajo,bajo,2,more,pequeño,bajo,unacc
bajo,bajo,2,more,pequeño,medio,unacc
bajo,bajo,2,more,pequeño,alto,unacc
bajo,bajo,2,more,medio,bajo,unacc
bajo,bajo,2,more,medio,medio,acc
bajo,bajo,2,more,medio,alto,good
bajo,bajo,2,more,grande,bajo,unacc
bajo,bajo,2,more,grande,medio,good
bajo,bajo,2,more,grande,alto,vgood
bajo,bajo,3,2,pequeño,bajo,unacc
bajo,bajo,3,2,pequeño,medio,unacc
bajo,bajo,3,2,pequeño,alto,unacc
bajo,bajo,3,2,medio,bajo,unacc
bajo,bajo,3,2,medio,medio,unacc
bajo,bajo,3,2,medio,alto,unacc
bajo,bajo,3,2,grande,bajo,unacc
bajo,bajo,3,2,grande,medio,unacc
bajo,bajo,3,2,grande,alto,unacc
bajo,bajo,3,4,pequeño,bajo,unacc
bajo,bajo,3,4,pequeño,medio,acc
bajo,bajo,3,4,pequeño,alto,good
bajo,bajo,3,4,medio,bajo,unacc
bajo,bajo,3,4,medio,medio,acc
bajo,bajo,3,4,medio,alto,good
bajo,bajo,3,4,grande,bajo,unacc
bajo,bajo,3,4,grande,medio,good
bajo,bajo,3,4,grande,alto,vgood
bajo,bajo,3,more,pequeño,bajo,unacc
bajo,bajo,3,more,pequeño,medio,acc
bajo,bajo,3,more,pequeño,alto,good
bajo,bajo,3,more,medio,bajo,unacc
bajo,bajo,3,more,medio,medio,good
bajo,bajo,3,more,medio,alto,vgood
bajo,bajo,3,more,grande,bajo,unacc
bajo,bajo,3,more,grande,medio,good
bajo,bajo,3,more,grande,alto,vgood
bajo,bajo,4,2,pequeño,bajo,unacc
bajo,bajo,4,2,pequeño,medio,unacc
bajo,bajo,4,2,pequeño,alto,unacc
bajo,bajo,4,2,medio,bajo,unacc
bajo,bajo,4,2,medio,medio,unacc
bajo,bajo,4,2,medio,alto,unacc
bajo,bajo,4,2,grande,bajo,unacc
bajo,bajo,4,2,grande,medio,unacc
bajo,bajo,4,2,grande,alto,unacc
bajo,bajo,4,4,pequeño,bajo,unacc
bajo,bajo,4,4,pequeño,medio,acc
bajo,bajo,4,4,pequeño,alto,good
bajo,bajo,4,4,medio,bajo,unacc
bajo,bajo,4,4,medio,medio,good
bajo,bajo,4,4,medio,alto,vgood
bajo,bajo,4,4,grande,bajo,unacc
bajo,bajo,4,4,grande,medio,good
bajo,bajo,4,4,grande,alto,vgood
bajo,bajo,4,more,pequeño,bajo,unacc
bajo,bajo,4,more,pequeño,medio,acc
bajo,bajo,4,more,pequeño,alto,good
bajo,bajo,4,more,medio,bajo,unacc
bajo,bajo,4,more,medio,medio,good
bajo,bajo,4,more,medio,alto,vgood
bajo,bajo,4,more,grande,bajo,unacc
bajo,bajo,4,more,grande,medio,good
bajo,bajo,4,more,grande,alto,vgood
bajo,bajo,5more,2,pequeño,bajo,unacc
bajo,bajo,5more,2,pequeño,medio,unacc
bajo,bajo,5more,2,pequeño,alto,unacc
bajo,bajo,5more,2,medio,bajo,unacc
bajo,bajo,5more,2,medio,medio,unacc
bajo,bajo,5more,2,medio,alto,unacc
bajo,bajo,5more,2,grande,bajo,unacc
bajo,bajo,5more,2,grande,medio,unacc
bajo,bajo,5more,2,grande,alto,unacc
bajo,bajo,5more,4,pequeño,bajo,unacc
bajo,bajo,5more,4,pequeño,medio,acc
bajo,bajo,5more,4,pequeño,alto,good
bajo,bajo,5more,4,medio,bajo,unacc
bajo,bajo,5more,4,medio,medio,good
bajo,bajo,5more,4,medio,alto,vgood
bajo,bajo,5more,4,grande,bajo,unacc
bajo,bajo,5more,4,grande,medio,good
bajo,bajo,5more,4,grande,alto,vgood
bajo,bajo,5more,more,pequeño,bajo,unacc
bajo,bajo,5more,more,pequeño,medio,acc
bajo,bajo,5more,more,pequeño,alto,good
bajo,bajo,5more,more,medio,bajo,unacc
bajo,bajo,5more,more,medio,medio,good
bajo,bajo,5more,more,medio,alto,vgood
bajo,bajo,5more,more,grande,bajo,unacc
bajo,bajo,5more,more,grande,medio,good
bajo,bajo,5more,more,grande,alto,vgood
